1,0.941714,1.03339,0.412526,0.151332,0.933268,0.437466,0.976713,0.852547,0.946222,1.37038,1.85581,40.6247,0.937613,24.3165,0.732702,2.36766,0.492595,1.00485,-2.77254,1.03339,-3.30173,-3.56292,-2.78099,0.437466,-2.73754,-2.86171,0.946222,1.37038,-1.85845,40.6247,0.937613,24.3165,-2.98155,2.36766,0.492595,1.00485,-6.92715,-3.12122,-7.45634,-7.71753,-2.78099,-3.71714,-6.89215,-2.86171,0.946222,-2.78423,-1.85845,40.6247,0.937613,20.1619,-2.98155,2.36766,0.492595,1.00485,-1.70644,2.09949,-2.23563,-2.49682,-2.78099,-3.71714,-1.67144,-2.86171,0.946222,-2.78423,3.36226,40.6247,0.937613,20.1619,-2.98155,2.36766,0.492595,1.00485,-0.467494,2.09949,-2.23563,-2.49682,-2.78099,-3.71714,-0.432495,-1.62277,2.18517,-2.78423,3.36226,41.8637,0.937613,20.1619,-2.98155,3.60661,0.492595,1.00485,-3.60144,-1.03445,-5.36957,-5.63077,-2.78099,-6.85109,-0.432495,-1.62277,2.18517,-5.91817,0.228317,38.7297,0.937613,17.0279,-6.1155,0.47266,0.492595,1.00485,22859.4
2,-4.542,-1.03445,-6.31014,-6.57133,-3.72155,-6.85109,-1.37306,-1.62277,2.18517,-5.91817,-0.712245,37.7891,-0.00294956,17.0279,-7.05606,-0.467903,-0.447968,1.00485,-6.10261,-1.03445,-7.87074,-8.13193,-5.28215,-6.85109,-2.93366,-3.18337,2.18517,-5.91817,-2.27285,37.7891,-0.00294956,17.0279,-8.61667,-0.467903,-0.447968,1.00485,-8.22401,-3.15586,-9.99214,-10.2533,-5.28215,-8.9725,-5.05506,-3.18337,2.18517,-8.03958,-2.27285,37.7891,-0.00294956,14.9065,-8.61667,-0.467903,-0.447968,1.00485,-2.72661,2.34155,-4.49474,-4.75593,-5.28215,-8.9725,0.442338,-3.18337,2.18517,-8.03958,3.22456,37.7891,-0.00294956,14.9065,-8.61667,-0.467903,-0.447968,1.00485,-1.28432,2.34155,-4.49474,-4.75593,-5.28215,-8.9725,1.88463,-1.74108,3.62746,-8.03958,3.22456,39.2314,-0.00294956,14.9065,-8.61667,0.974388,-0.447968,1.00485,-2.64625,0.979618,-5.85667,-6.11786,-5.28215,-10.3344,1.88463,-1.74108,3.62746,-9.40151,1.86263,37.8695,-0.00294956,13.5446,-9.97859,-0.387541,-0.447968,1.00485,13432.7
3,-3.25162,0.979618,-6.46205,-6.72324,-5.88753,-10.3344,1.27925,-1.74108,3.62746,-9.40151,1.25725,37.2641,-0.608326,13.5446,-10.584,-0.992918,-1.05334,1.00485,-4.8009,0.979618,-8.01132,-8.27252,-7.43681,-10.3344,-0.270026,-3.29036,3.62746,-9.40151,-0.292029,37.2641,-0.608326,13.5446,-12.1332,-0.992918,-1.05334,1.00485,-6.65832,-0.8778,-9.86874,-10.1299,-7.43681,-12.1918,-2.12744,-3.29036,3.62746,-11.2589,-0.292029,37.2641,-0.608326,11.6872,-12.1332,-0.992918,-1.05334,1.00485,-1.66086,4.11966,-4.87128,-5.13248,-7.43681,-12.1918,2.87002,-3.29036,3.62746,-11.2589,4.70543,37.2641,-0.608326,11.6872,-12.1332,-0.992918,-1.05334,1.00485,-0.428496,4.11966,-4.87128,-5.13248,-7.43681,-12.1918,4.10238,-2.05799,4.85982,-11.2589,4.70543,38.4965,-0.608326,11.6872,-12.1332,0.239445,-1.05334,1.00485,-1.1636,3.38455,-5.60639,-5.86758,-7.43681,-12.9269,4.10238,-2.05799,4.85982,-11.994,3.97032,37.7614,-0.608326,10.9521,-12.8684,-0.495662,-1.05334,1.00485,10769.6
4,-1.75994,3.38455,-6.20272,-6.46392,-8.03314,-12.9269,3.50604,-2.05799,4.85982,-11.994,3.37399,37.165,-1.20466,10.9521,-13.4647,-1.092,-1.64968,1.00485,-3.36536,3.38455,-7.80815,-8.06934,-9.63857,-12.9269,1.90062,-3.66342,4.85982,-11.994,1.76857,37.165,-1.20466,10.9521,-15.0701,-1.092,-1.64968,1.00485,-5.14722,1.6027,-9.59,-9.8512,-9.63857,-14.7088,0.118764,-3.66342,4.85982,-13.7759,1.76857,37.165,-1.20466,9.17022,-15.0701,-1.092,-1.64968,1.00485,-0.641751,6.10816,-5.08454,-5.34573,-9.63857,-14.7088,4.62423,-3.66342,4.85982,-13.7759,6.27403,37.165,-1.20466,9.17022,-15.0701,-1.092,-1.64968,1.00485,0.399808,6.10816,-5.08454,-5.34573,-9.63857,-14.7088,5.66579,-2.62186,5.90138,-13.7759,6.27403,38.2066,-1.20466,9.17022,-15.0701,-0.0504371,-1.64968,1.00485,0.0596239,5.76798,-5.42472,-5.68591,-9.63857,-15.049,5.66579,-2.62186,5.90138,-14.1161,5.93385,37.8664,-1.20466,8.83004,-15.4103,-0.390621,-1.64968,1.00485,8932.15
5,-0.502666,5.76798,-5.98701,-6.24821,-10.2009,-15.049,5.1035,-2.62186,5.90138,-14.1161,5.37156,37.3041,-1.76695,8.83004,-15.9726,-0.952911,-2.21197,1.00485,-2.11055,5.76798,-7.59489,-7.85609,-11.8087,-15.049,3.49562,-4.22974,5.90138,-14.1161,3.76368,37.3041,-1.76695,8.83004,-17.5805,-0.952911,-2.21197,1.00485,-3.85316,4.02536,-9.33751,-9.5987,-11.8087,-16.7916,1.753,-4.22974,5.90138,-15.8587,3.76368,37.3041,-1.76695,7.08742,-17.5805,-0.952911,-2.21197,1.00485,0.216134,8.09466,-5.26821,-5.5294,-11.8087,-16.7916,5.8223,-4.22974,5.90138,-15.8587,7.83297,37.3041,-1.76695,7.08742,-17.5805,-0.952911,-2.21197,1.00485,1.10162,8.09466,-5.26821,-5.5294,-11.8087,-16.7916,6.70778,-3.34426,6.78686,-15.8587,7.83297,38.1896,-1.76695,7.08742,-17.5805,-0.0674278,-2.21197,1.00485,1.03437,8.02741,-5.33546,-5.59665,-11.8087,-16.8589,6.70778,-3.34426,6.78686,-15.9259,7.76572,38.1224,-1.76695,7.02017,-17.6477,-0.134677,-2.21197,1.00485,7525.52
6,0.527253,8.02741,-5.84258,-6.10377,-12.3159,-16.8589,6.20067,-3.34426,6.78686,-15.9259,7.25861,37.6153,-2.27407,7.02017,-18.1548,-0.641792,-2.71908,1.00485,-1.04082,8.02741,-7.41064,-7.67184,-13.8839,-16.8589,4.6326,-4.91232,6.78686,-15.9259,5.69054,37.6153,-2.27407,7.02017,-19.7229,-0.641792,-2.71908,1.00485,-2.75038,6.31785,-9.12021,-9.3814,-13.8839,-18.5684,2.92304,-4.91232,6.78686,-17.6355,5.69054,37.6153,-2.27407,5.31061,-19.7229,-0.641792,-2.71908,1.00485,0.934099,10.0023,-5.43573,-5.69692,-13.8839,-18.5684,6.60751,-4.91232,6.78686,-17.6355,9.37501,37.6153,-2.27407,5.31061,-19.7229,-0.641792,-2.71908,1.00485,1.69023,10.0023,-5.43573,-5.69692,-13.8839,-18.5684,7.36365,-4.15619,7.543,-17.6355,9.37501,38.3714,-2.27407,5.31061,-19.7229,0.11434,-2.71908,1.00485,1.81221,10.1243,-5.31375,-5.57495,-13.8839,-18.4464,7.36365,-4.15619,7.543,-17.5135,9.49699,38.4934,-2.27407,5.43259,-19.6009,0.236316,-2.71908,1.00485,6396.64
7,1.36577,10.1243,-5.76019,-6.02138,-14.3304,-18.4464,6.91721,-4.15619,7.543,-17.5135,9.05055,38.0469,-2.7205,5.43259,-20.0474,-0.210118,-3.16552,1.00485,-0.13523,10.1243,-7.26119,-7.52239,-15.8314,-18.4464,5.41621,-5.6572,7.543,-17.5135,7.54955,38.0469,-2.7205,5.43259,-21.5484,-0.210118,-3.16552,1.00485,-1.80714,8.45239,-8.9331,-9.19429,-15.8314,-20.1183,3.7443,-5.6572,7.543,-19.1854,7.54955,38.0469,-2.7205,3.76068,-21.5484,-0.210118,-3.16552,1.00485,1.53666,11.7962,-5.58931,-5.8505,-15.8314,-20.1183,7.0881,-5.6572,7.543,-19.1854,10.8933,38.0469,-2.7205,3.76068,-21.5484,-0.210118,-3.16552,1.00485,2.18402,11.7962,-5.58931,-5.8505,-15.8314,-20.1183,7.73546,-5.00983,8.19036,-19.1854,10.8933,38.6943,-2.7205,3.76068,-21.5484,0.437251,-3.16552,1.00485,2.43548,12.0476,-5.33785,-5.59905,-15.8314,-19.8669,7.73546,-5.00983,8.19036,-18.934,11.1448,38.9457,-2.7205,4.01213,-21.2969,0.688704,-3.16552,1.00485,5463.53
8,2.04664,12.0476,-5.72669,-5.98788,-16.2202,-19.8669,7.34663,-5.00983,8.19036,-18.934,10.756,38.5569,-3.10933,4.01213,-21.6857,0.29987,-3.55435,1.00485,0.628927,12.0476,-7.1444,-7.4056,-17.6379,-19.8669,5.92891,-6.42754,8.19036,-18.934,9.33825,38.5569,-3.10933,4.01213,-23.1035,0.29987,-3.55435,1.00485,-0.997003,10.4217,-8.77033,-9.03153,-17.6379,-21.4928,4.30298,-6.42754,8.19036,-20.5599,9.33825,38.5569,-3.10933,2.3862,-23.1035,0.29987,-3.55435,1.00485,2.04388,13.4626,-5.72945,-5.99064,-17.6379,-21.4928,7.34387,-6.42754,8.19036,-20.5599,12.3791,38.5569,-3.10933,2.3862,-23.1035,0.29987,-3.55435,1.00485,2.59903,13.4626,-5.72945,-5.99064,-17.6379,-21.4928,7.89901,-5.8724,8.74551,-20.5599,12.3791,39.1121,-3.10933,2.3862,-23.1035,0.855017,-3.55435,1.00485,2.93693,13.8005,-5.39155,-5.65274,-17.6379,-21.1549,7.89901,-5.8724,8.74551,-20.222,12.717,39.45,-3.10933,2.72411,-22.7656,1.19292,-3.55435,1.00485,4677.65
9,2.59891,13.8005,-5.72957,-5.99076,-17.9759,-21.1549,7.56099,-5.8724,8.74551,-20.222,12.379,39.1119,-3.44736,2.72411,-23.1036,0.854896,-3.89237,1.00485,1.27298,13.8005,-7.0555,-7.31669,-19.3019,-21.1549,6.23507,-7.19832,8.74551,-20.222,11.0531,39.1119,-3.44736,2.72411,-24.4295,0.854896,-3.89237,1.00485,-0.298326,12.2292,-8.6268,-8.888,-19.3019,-22.7262,4.66376,-7.19832,8.74551,-21.7933,11.0531,39.1119,-3.44736,1.1528,-24.4295,0.854896,-3.89237,1.00485,2.47207,14.9996,-5.85641,-6.1176,-19.3019,-22.7262,7.43415,-7.19832,8.74551,-21.7933,13.8235,39.1119,-3.44736,1.1528,-24.4295,0.854896,-3.89237,1.00485,2.94872,14.9996,-5.85641,-6.1176,-19.3019,-22.7262,7.9108,-6.72167,9.22216,-21.7933,13.8235,39.5886,-3.44736,1.1528,-24.4295,1.33155,-3.89237,1.00485,3.34196,15.3928,-5.46317,-5.72436,-19.3019,-22.333,7.9108,-6.72167,9.22216,-21.4001,14.2167,39.9818,-3.44736,1.54604,-24.0363,1.72479,-3.89237,1.00485,4008.22
10,3.04692,15.3928,-5.75821,-6.0194,-19.5969,-22.333,7.61576,-6.72167,9.22216,-21.4001,13.9217,39.6868,-3.7424,1.54604,-24.3313,1.42975,-4.18742,1.00485,1.81598,15.3928,-6.98915,-7.25034,-20.8278,-22.333,6.38483,-7.95261,9.22216,-21.4001,12.6907,39.6868,-3.7424,1.54604,-25.5622,1.42975,-4.18742,1.00485,0.306699,13.8835,-8.49843,-8.75962,-20.8278,-23.8423,4.87554,-7.95261,9.22216,-22.9094,12.6907,39.6868,-3.7424,0.036754,-25.5622,1.42975,-4.18742,1.00485,2.83456,16.4114,-5.97057,-6.23176,-20.8278,-23.8423,7.4034,-7.95261,9.22216,-22.9094,15.2186,39.6868,-3.7424,0.036754,-25.5622,1.42975,-4.18742,1.00485,3.24434,16.4114,-5.97057,-6.23176,-20.8278,-23.8423,7.81318,-7.54283,9.63194,-22.9094,15.2186,40.0966,-3.7424,0.036754,-25.5622,1.83952,-4.18742,1.00485,3.67039,16.8375,-5.54451,-5.80571,-20.8278,-23.4162,7.81318,-7.54283,9.63194,-22.4833,15.6447,40.5226,-3.7424,0.46281,-25.1362,2.26558,-4.18742,1.00485,3434.42
