Iteration,Root Node Side Length,Input 0,Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Input 21,Input 22,Input 23,Input 24,Input 25,Input 26,Input 27,Input 28,Input 29,Input 30,Input 31,Input 32,Weight 0,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20,Weight 21,Weight 22,Weight 23,Weight 24,Weight 25,Weight 26,Weight 27,Weight 28,Weight 29,Weight 30,Weight 31,Weight 32,Output Signal
35,1000,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42248,-0.109512,0.0203979,0.033226,-0.0325677,-0.0602815,0.0466311,-0.0376863,-0.0800182,0.133974,1.18968,1.19891,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0106564
36,1000,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33877,4.36234e-05,0.0325367,0.0277037,-0.0619545,-0.212951,-0.00616583,-0.015317,-0.0509315,0.0335436,1.18318,1.28912,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0105948
37,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29472,0.0443582,0.0571409,0.0536326,-0.050976,-0.146733,0.0729773,0.0638261,0.0282116,0.112687,1.26232,1.25402,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.194325
38,1000,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33092,0.0443582,0.0571409,0.0536326,-0.0871677,-0.146733,0.0367856,0.0276344,-0.00798011,0.076495,1.22613,1.25402,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0424824
39,1000,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34126,-0.029412,0.0513671,0.0536326,-0.0975162,-0.146733,0.0264371,0.0172859,-0.0183286,0.0661465,1.21578,1.25402,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0177587
40,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33113,0.00787704,-0.00161949,0.00327588,-0.0987695,-0.0921169,0.0779333,0.0687821,0.0331676,0.117643,1.26728,1.21266,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.134908
41,1000,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36552,0.00787704,-0.00161949,0.00327588,-0.133161,-0.0921169,0.0435421,0.034391,-0.00122357,0.0832515,1.23289,1.21266,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00832887
42,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33385,0.170566,0.00961637,0.00759536,-0.00813237,0.149031,0.100239,0.0873299,0.0477987,0.103498,1.29436,1.18286,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.291249
43,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37298,0.170566,0.00961637,0.00759536,-0.0472611,0.149031,0.0611101,0.0482012,0.00866997,0.0643692,1.25524,1.18286,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0173478
44,1000,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40381,0.170566,0.00961637,0.00759536,-0.0780899,0.149031,0.0302814,0.0173724,-0.0221587,0.0335405,1.22441,1.18286,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0286678
45,1000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43611,0.0241038,0.00847938,0.00807284,-0.0794735,0.118111,-0.0020224,-0.0149314,-0.0544626,0.0012367,1.1921,1.18286,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.938852
46,1000,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3177,0.124823,0.00029429,-0.00482539,-0.0460148,-0.0342121,-0.0513355,0.038616,0.0324841,0.0884193,1.13754,1.28565,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0068245
47,1000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32152,0.0871272,0.00029429,-0.00482539,-0.0498323,-0.0342121,-0.055153,0.0347985,0.0286666,0.0846018,1.13372,1.28565,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0512532
48,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26316,-0.0115534,-0.00785909,-0.00829697,-0.000341818,0.0227525,0.001232,0.0911835,0.0850516,0.140987,1.1901,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.245057
49,1000,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30089,-0.0115534,-0.00785909,-0.00829697,-0.0380708,0.0227525,-0.036497,0.0534545,0.0473226,0.103258,1.15238,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0417776
50,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27835,-0.14852,-0.0102078,-0.00860154,-0.0460146,0.0532338,-0.0139594,0.0759921,0.0698602,0.125795,1.17491,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.108236
51,1000,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31193,-0.14852,-0.0102078,-0.00860154,-0.0795975,0.0532338,-0.0475423,0.0424092,0.0362773,0.0922125,1.14133,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00598709
52,1000,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29957,-0.0143991,-0.0183601,-0.015536,-0.0272252,0.0132271,-0.0351767,0.0547748,0.0486429,0.104578,1.1537,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0401742
53,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27751,-0.151444,-0.0202508,-0.0155595,-0.0358146,0.0438745,-0.0131188,0.0768327,0.0707009,0.126636,1.17575,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.12348
54,1000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31155,-0.151444,-0.0202508,-0.0155595,-0.0698594,0.0438745,-0.0471636,0.0427879,0.036656,0.0925912,1.14171,1.28763,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0199464
55,1000,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26829,0.0125459,-0.00918194,-0.00810077,-0.0104499,-0.0386365,-0.0432163,0.0467352,0.0406033,0.0965385,1.14566,1.32695,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00758142
56,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29882,0.0125459,-0.00918194,-0.00810077,-0.0409827,-0.0386365,-0.0737491,0.0162024,0.0100705,0.0660057,1.11512,1.32695,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0281306
1024
1,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42824,-0.0267482,-0.0394297,-0.0295271,-0.120745,-0.0486913,-0.175089,-0.0851372,-0.0912691,-0.0353339,1.01378,1.29886,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,2.3878
2,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5309,-0.0267482,-0.0394297,-0.0295271,-0.223405,-0.151352,-0.175089,-0.187798,-0.19393,-0.137995,1.01378,1.29886,0.853231,0.518162,3.0966,2.51785,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.46386
3,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60557,-0.0267482,-0.0394297,-0.0295271,-0.298068,-0.226014,-0.175089,-0.26246,-0.268592,-0.212657,1.01378,1.29886,0.778569,0.443499,3.0966,2.44319,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.791897
4,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65987,-0.0267482,-0.0394297,-0.0295271,-0.352368,-0.280314,-0.175089,-0.31676,-0.322892,-0.266957,1.01378,1.29886,0.724269,0.389199,3.0966,2.38889,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.303197
5,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69936,-0.0267482,-0.0394297,-0.0295271,-0.391859,-0.319805,-0.175089,-0.356251,-0.362383,-0.306448,1.01378,1.29886,0.684778,0.349709,3.0966,2.34939,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.484355
6,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74636,-0.165004,-0.0376238,-0.0270089,-0.394426,-0.322373,-0.219524,-0.403254,-0.409386,-0.353451,1.01378,1.29886,0.637775,0.302705,3.0966,2.30239,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.110895
7,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72071,-0.0176484,-0.0376927,-0.028306,-0.319147,-0.247093,-0.269156,-0.377607,-0.383739,-0.327804,1.01378,1.29886,0.663422,0.328353,3.0966,2.32804,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.240796
8,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76058,-0.156662,-0.0361046,-0.0259166,-0.322027,-0.249974,-0.306145,-0.417476,-0.423608,-0.367673,1.01378,1.29886,0.623553,0.288483,3.0966,2.28817,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,2.45341
9,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79814,0.273068,-0.0279247,-0.0240429,-0.172263,-0.178939,-0.300005,-0.341134,-0.347265,-0.29133,0.899881,1.29886,0.585993,0.250924,3.0966,2.25061,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.231523
10,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81251,0.227142,-0.0279247,-0.0240429,-0.186628,-0.193303,-0.300005,-0.355498,-0.36163,-0.305695,0.899881,1.29886,0.571629,0.236559,3.0966,2.23624,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0563137
11,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81871,0.185456,-0.0279247,-0.0240429,-0.192834,-0.19951,-0.300005,-0.361704,-0.367836,-0.311901,0.899881,1.29886,0.565423,0.230353,3.0966,2.23004,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0511111
12,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81899,-0.00177205,-0.0255754,-0.0209278,-0.191326,-0.198001,-0.301791,-0.361982,-0.368114,-0.312179,0.899881,1.29886,0.565145,0.230075,3.0966,2.22976,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,2.10587
13,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84522,0.173023,-0.0201638,-0.0184594,-0.114284,-0.185378,-0.236031,-0.284733,-0.290865,-0.234929,0.7964,1.29886,0.538913,0.203844,3.0966,2.20353,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.163899
14,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85825,0.129414,-0.0201638,-0.0184594,-0.127314,-0.198408,-0.236031,-0.297763,-0.303895,-0.247959,0.7964,1.29886,0.525883,0.190814,3.0966,2.1905,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00301933
15,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86382,0.08971,-0.0201638,-0.0184594,-0.132885,-0.203979,-0.236031,-0.303333,-0.309465,-0.25353,0.7964,1.29886,0.520313,0.185243,3.0966,2.18493,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0140143
16,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86481,-0.0896122,-0.0184872,-0.0158328,-0.131848,-0.202942,-0.23806,-0.304325,-0.310456,-0.254521,0.7964,1.29886,0.519321,0.184252,3.0966,2.18394,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.8191
17,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89526,0.220124,-0.0188657,0.0293626,-0.118717,-0.1882,-0.186734,-0.241761,-0.247893,-0.191958,0.703389,1.29886,0.488874,0.153804,3.0966,2.15349,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.132503
18,23000,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90561,0.176817,-0.0188657,0.0293626,-0.129066,-0.198549,-0.186734,-0.25211,-0.258242,-0.202307,0.703389,1.29886,0.478526,0.143456,3.0966,2.14314,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0254209
19,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91283,0.0599909,-0.0200049,0.0274411,-0.136288,-0.205771,-0.186734,-0.259332,-0.265464,-0.209529,0.703389,1.29886,0.471303,0.136234,3.0966,2.13592,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.53402
20,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93626,0.210721,-0.0205364,0.0143027,-0.0734536,-0.196448,-0.132032,-0.198618,-0.20475,-0.148815,0.619242,1.29886,0.44787,0.1128,3.0966,2.11249,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.125528
21,23000,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94646,0.167645,-0.0205364,0.0143027,-0.0836444,-0.206639,-0.132032,-0.208809,-0.214941,-0.159005,0.619242,1.29886,0.437679,0.102609,3.0966,2.10229,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0050381
22,23000,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95273,0.0516878,-0.0215509,0.0131303,-0.0899163,-0.21291,-0.132032,-0.215081,-0.221212,-0.165277,0.619242,1.29886,0.431407,0.0963374,3.0966,2.09602,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00225668
23,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95249,-0.189322,-0.0191342,0.0135112,-0.0834784,-0.206473,-0.138237,-0.214848,-0.22098,-0.165045,0.619242,1.29886,0.431639,0.0965696,3.0966,2.09626,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.29121
24,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00837,-0.0288744,-0.0427884,-0.00887243,-0.0262494,-0.169255,-0.17882,-0.199426,-0.205558,-0.149623,0.547942,1.29886,0.375761,0.0406917,3.0966,2.04038,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.9964
25,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.04408,0.107262,-0.0197682,-0.00229247,-0.0547061,-0.185088,-0.171256,-0.171223,-0.177355,-0.121419,0.484026,1.29886,0.340049,0.00497962,3.0966,2.00467,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.789636
26,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01606,0.0126638,-0.0124791,-0.000155662,-0.0293921,-0.110323,-0.0987595,-0.0776176,-0.0837494,-0.0278142,0.418449,1.29886,0.368077,0.0330074,3.0966,2.03269,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0888241
27,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.04905,0.0126638,-0.0124791,-0.000155662,-0.0623868,-0.143318,-0.0987595,-0.110612,-0.116744,-0.0608089,0.418449,1.29886,0.335083,1.27213e-05,3.0966,1.9997,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.704191
28,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05446,0.174577,-0.0177449,-0.00731242,-0.0123231,-0.139913,-0.0527179,-0.0579971,-0.0641289,-0.00819373,0.360429,1.29886,0.329678,-0.00539185,3.0966,1.99429,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.156145
29,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06705,0.131125,-0.0177449,-0.00731242,-0.024913,-0.152503,-0.0527179,-0.070587,-0.0767188,-0.0207836,0.360429,1.29886,0.317088,-0.0179818,3.0966,1.9817,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.124082
30,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0776,-0.0555623,-0.0187147,-0.00683361,-0.0315721,-0.159162,-0.0566081,-0.0811362,-0.0872681,-0.0313329,0.360429,1.29886,0.306539,-0.028531,3.0966,1.97115,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.531996
31,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13403,0.241042,0.00935991,-0.0498976,-0.0723917,-0.193213,-0.0803382,-0.0925227,-0.0986545,-0.0427193,0.315385,1.29886,0.250108,-0.0849614,3.0966,1.91472,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.261231
