Iteration,Root Node Side Length,Input 0,Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Input 21,Input 22,Input 23,Input 24,Input 25,Input 26,Input 27,Input 28,Input 29,Input 30,Input 31,Input 32,Weight 0,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20,Weight 21,Weight 22,Weight 23,Weight 24,Weight 25,Weight 26,Weight 27,Weight 28,Weight 29,Weight 30,Weight 31,Weight 32,Output Signal
923,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35975,0.105955,-0.0119542,0.0336407,0.0601506,-0.0507505,-0.0956157,0.0236337,0.108458,4.25423,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.000439924
924,257,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.39007,0.0756388,-0.0119542,0.0336407,0.0601506,-0.0507505,-0.0956157,0.0236337,0.108458,4.22392,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00328216
925,257,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3599,-0.0871589,-0.0116504,0.0306914,0.0584247,-0.0507505,-0.0956157,0.0236337,0.108458,4.25408,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00692701
926,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28931,0.0132398,-0.00706682,0.00507706,-0.0144122,0.00908451,-0.0194067,-0.0133702,0.108458,4.32468,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0486063
927,257,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32108,-0.0185361,-0.00706682,0.00507706,-0.0144122,0.00908451,-0.0194067,-0.0133702,0.108458,4.2929,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0802725
928,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31749,0.0896987,-0.00506904,-0.0528816,-0.0604555,0.162322,0.039478,-0.0201321,0.0733786,4.29649,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0687005
929,257,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34988,0.0573138,-0.00506904,-0.0528816,-0.0604555,0.162322,0.039478,-0.0201321,0.0733786,4.26411,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0765542
930,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29806,0.113126,-0.00984294,-0.0514701,0.00069372,0.124251,0.039478,-0.0201321,0.0733786,4.31593,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.130994
931,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33233,0.0788533,-0.00984294,-0.0514701,0.00069372,0.124251,0.039478,-0.0201321,0.0733786,4.28165,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0281768
932,257,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36349,0.0476964,-0.00984294,-0.0514701,0.00069372,0.124251,0.039478,-0.0201321,0.0733786,4.2505,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0112612
933,257,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30315,-0.0158723,-0.0117181,0.0138805,0.0631085,0.0877371,0.039478,-0.0201321,0.0733786,4.31084,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0215734
934,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30633,0.0457192,-0.0127101,-0.0188677,0.0631085,0.0877371,0.039478,-0.0201321,0.0733786,4.30765,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0470336
935,257,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33806,0.0139909,-0.0127101,-0.0188677,0.0631085,0.0877371,0.039478,-0.0201321,0.0733786,4.27592,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.000966244
936,257,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34383,-0.0532339,-0.0166257,-0.0209895,0.0311911,0.0877371,0.039478,-0.0201321,0.0733786,4.27016,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0140689
937,257,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32778,0.0277406,-0.00883683,-0.0135634,0.0459858,0.0539901,0.039478,-0.0201321,0.0733786,4.2862,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00440567
938,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32097,0.0281409,-0.00345404,-0.069492,0.0776621,0.0539901,0.039478,-0.0201321,0.0733786,4.29302,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.000191242
939,257,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35128,-0.00216797,-0.00345404,-0.069492,0.0776621,0.0539901,0.039478,-0.0201321,0.0733786,4.26271,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0430849
940,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33648,0.070424,0.0019219,0.00767784,0.0506835,0.0243463,0.039478,-0.0201321,0.0733786,4.27751,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0114512
941,257,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36713,0.039774,0.0019219,0.00767784,0.0506835,0.0243463,0.039478,-0.0201321,0.0733786,4.24686,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00220873
942,257,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34395,-0.112488,-0.00287768,0.0034873,-0.0147103,0.0210108,0.039478,-0.0201321,0.0733786,4.27004,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00295275
943,257,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3394,0.049945,-0.00436399,0.0338237,0.0195914,0.106346,0.0202061,-0.0213898,0.0435338,4.27458,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0189463
944,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31324,0.0765106,-0.00912001,0.0339878,0.0195914,0.106346,0.0202061,-0.0213898,0.0435338,4.30074,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0640122
945,257,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34548,0.0442678,-0.00912001,0.0339878,0.0195914,0.106346,0.0202061,-0.0213898,0.0435338,4.2685,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00127163
946,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31706,0.0723452,-0.0128042,0.0347972,0.0195914,0.106346,0.0202061,-0.0213898,0.0435338,4.29692,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0522005
947,257,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34895,0.0404604,-0.0128042,0.0347972,0.0195914,0.106346,0.0202061,-0.0213898,0.0435338,4.26503,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0109344
948,257,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32413,0.00199447,-0.0224039,0.0349149,0.0201892,0.106346,0.0202061,-0.0213898,0.0435338,4.28986,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.000643559
949,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32374,0.0651629,-0.020998,0.00261133,0.0201892,0.106346,0.0202061,-0.0213898,0.0435338,4.29024,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0316585
950,257,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35501,0.0339005,-0.020998,0.00261133,0.0201892,0.106346,0.0202061,-0.0213898,0.0435338,4.25898,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0103168
951,257,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30031,-0.0954616,0.0399064,0.0628324,0.0825893,0.0702261,0.0202061,-0.0213898,0.0435338,4.31368,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0532783
952,257,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30142,-0.062671,0.00600159,0.0628324,0.0825893,0.0702261,0.0202061,-0.0213898,0.0435338,4.31256,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.017145
953,257,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30231,-0.0308065,-0.0267522,0.0628324,0.0825893,0.0702261,0.0202061,-0.0213898,0.0435338,4.31167,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0721972
954,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30556,0.0319733,-0.0265772,0.0284551,0.0825893,0.0702261,0.0202061,-0.0213898,0.0435338,4.30842,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0348389
955,257,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33692,0.000614551,-0.0265772,0.0284551,0.0825893,0.0702261,0.0202061,-0.0213898,0.0435338,4.27707,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0227373
956,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33655,0.0645445,-0.0264541,0.032202,0.0495739,0.0702261,0.0202061,-0.0213898,0.0435338,4.27744,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00543201
957,257,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36702,0.0340769,-0.0264541,0.032202,0.0495739,0.0702261,0.0202061,-0.0213898,0.0435338,4.24697,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0164571
958,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32488,0.0746404,-0.0183217,0.0380093,0.0602619,0.0718709,0.0202061,-0.0213898,0.0435338,4.28911,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0388691
959,257,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35636,0.0431595,-0.0183217,0.0380093,0.0602619,0.0718709,0.0202061,-0.0213898,0.0435338,4.25763,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00468838
960,257,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32932,0.00726166,-0.0222971,0.0320284,0.0632581,0.0718709,0.0202061,-0.0213898,0.0435338,4.28467,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0186075
961,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3325,0.0687329,-0.0244004,0.033753,0.0306052,0.0718709,0.0202061,-0.0213898,0.0435338,4.28148,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0177143
962,257,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36334,0.0378931,-0.0244004,0.033753,0.0306052,0.0718709,0.0202061,-0.0213898,0.0435338,4.25064,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0308188
963,257,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38329,0.0164743,-0.0170985,-0.0217075,0.0435146,0.0111355,0.0202061,-0.0213898,0.0435338,4.23069,4.09956,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,3.94695
964,257,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36169,0.139707,0.00110839,0.010886,0.0484179,-0.127594,0.0640618,0.0231295,0.105658,4.15998,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00206105
965,257,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30407,-0.00759629,0.00672229,0.0150429,0.0649049,-0.039052,-0.000701725,0.0231295,0.105658,4.2176,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.000193271
966,257,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30374,0.028037,-0.0277145,-0.0204982,0.0384844,-0.039052,-0.000701725,0.0231295,0.105658,4.21793,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0038485
967,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.21883,0.0553195,-0.0231318,-0.0179651,-0.0096015,0.0182462,0.0509518,0.0207668,0.105658,4.30284,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.139336
968,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25335,0.0207942,-0.0231318,-0.0179651,-0.0096015,0.0182462,0.0509518,0.0207668,0.105658,4.26832,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0357598
969,257,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28474,-0.0105925,-0.0231318,-0.0179651,-0.0096015,0.0182462,0.0509518,0.0207668,0.105658,4.23693,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00314418
970,257,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30448,-0.137392,0.0263073,0.0328053,-0.0189871,-0.0514702,0.0198661,0.0207668,0.105658,4.21719,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0124498
971,257,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.26536,-0.0671057,0.0417789,0.0449616,0.0110859,-0.128222,-0.0211331,0.0557154,0.105658,4.25631,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0327231
972,257,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.26602,-0.0344948,0.00850788,0.0449616,0.0110859,-0.128222,-0.0211331,0.0557154,0.105658,4.25565,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0345856
973,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2683,0.0286186,0.00779314,0.0117349,0.0110859,-0.128222,-0.0211331,0.0557154,0.105658,4.25337,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0136851
974,257,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29902,-0.00209913,0.00779314,0.0117349,0.0110859,-0.128222,-0.0211331,0.0557154,0.105658,4.22265,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00216731
975,257,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30297,0.0240098,0.00174632,-0.0324988,0.041395,-0.0531585,-0.0131722,-0.0435355,0.105658,4.2187,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.021393
976,257,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.25059,0.0849915,-0.00473754,0.0187959,0.0163227,-0.0296233,0.0863158,-0.0398159,0.0693304,4.27108,4.0309,0.919576,0.955892,0.620822,3.0966,2.62051,0.222732,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.105481
