Iteration,Input 0,Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Weight 0,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20,Output Signal
78,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.795567,-0.883879,0.0103247,0.15547,-0.340326,0.180108,-0.0302309,-0.0499008,-0.383625,-0.0204899,1.02132,-1.68526,3.47468,-0.942968,-1.39503,0.412172,-0.873919,-1.03477,1.05845,-0.2586,0.355591,1.36795
79,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.682808,-0.996639,-0.102435,0.0427106,-0.453086,0.0673485,-0.14299,-0.16266,-0.383625,-0.0204899,1.02132,-1.79802,3.36192,-0.942968,-1.39503,0.412172,-0.873919,-1.03477,1.05845,-0.37136,0.355591,-2.64847
80,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.856544,-0.822902,0.0713021,0.216447,-0.279349,0.241085,0.0307465,0.0110766,-0.383625,-0.0204899,1.02132,-1.62429,3.53566,-0.769231,-1.22129,0.585909,-0.700182,-0.861036,1.23218,-0.197623,0.355591,-0.0990624
81,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.813643,-0.865804,0.0284003,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.66719,3.49276,-0.812133,-1.26419,0.543007,-0.743084,-0.903937,1.18928,-0.240524,0.355591,-1.58174
82,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.813643,-0.865804,0.0284003,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.66719,3.49276,-0.812133,-1.26419,0.543007,-0.743084,-0.903937,1.18928,-0.240524,0.355591,-0.429776
83,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.786489,-0.892957,0.0012468,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.69434,3.4656,-0.839286,-1.29135,0.515854,-0.770237,-0.931091,1.16213,-0.267678,0.355591,0.675291
84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.706713,-0.892957,0.0012468,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.77412,3.38583,-0.919062,-1.37112,0.436078,-0.770237,-0.931091,1.16213,-0.347454,0.355591,-0.533698
85,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.779747,-0.819924,0.0012468,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.77412,3.38583,-0.919062,-1.37112,0.436078,-0.770237,-0.931091,1.16213,-0.27442,0.355591,-1.0962
86,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.784327,-0.815343,0.0012468,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.76954,3.39041,-0.914481,-1.36654,0.440659,-0.765656,-0.92651,1.16671,-0.26984,0.355591,-0.519104
87,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0.761428,-0.838243,-0.021653,0.173546,-0.322251,0.198184,-0.0121553,-0.0318252,-0.426527,-0.0633917,1.02132,-1.79244,3.36751,-0.937381,-1.38944,0.417759,-0.765656,-0.92651,1.16671,-0.29274,0.355591,-0.719704
88,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.843318,-0.756352,0.0602377,0.255436,-0.24036,0.280074,0.0697354,0.0500655,-0.426527,-0.0633917,1.02132,-1.71055,3.4494,-0.855491,-1.30755,0.49965,-0.765656,-0.92651,1.16671,-0.210849,0.355591,1.60024
89,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.719497,-0.880173,-0.0635833,0.131615,-0.364181,0.156253,-0.0540855,-0.0737554,-0.550348,-0.187213,1.02132,-1.83437,3.32558,-0.855491,-1.30755,0.49965,-0.765656,-0.92651,1.16671,-0.33467,0.355591,-0.763082
90,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.803454,-0.796217,0.020373,0.215572,-0.280225,0.24021,0.0298708,0.0102009,-0.550348,-0.187213,1.02132,-1.83437,3.32558,-0.855491,-1.30755,0.49965,-0.765656,-0.92651,1.16671,-0.250713,0.355591,-0.730006
91,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.885835,-0.713836,0.102754,0.297953,-0.197843,0.322591,0.112252,0.0925821,-0.467967,-0.187213,1.02132,-1.75199,3.40796,-0.773109,-1.22517,0.582031,-0.765656,-0.92651,1.16671,-0.168332,0.355591,0.335847
92,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.822223,-0.777448,0.0391425,0.234341,-0.261455,0.258979,0.0486402,0.0289704,-0.531578,-0.187213,1.02132,-1.8156,3.34435,-0.836721,-1.28878,0.518419,-0.829268,-0.990122,1.1031,-0.231944,0.29198,0.132479
93,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.863534,-0.736137,0.080453,0.275652,-0.220145,0.30029,0.0899507,0.0289704,-0.531578,-0.187213,1.02132,-1.8156,3.34435,-0.836721,-1.28878,0.518419,-0.829268,-0.990122,1.1031,-0.190634,0.29198,0.132479
94,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.863534,-0.736137,0.080453,0.275652,-0.220145,0.30029,0.0899507,0.0289704,-0.531578,-0.187213,1.02132,-1.8156,3.34435,-0.836721,-1.28878,0.518419,-0.829268,-0.990122,1.1031,-0.190634,0.29198,-0.777411
95,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.852934,-0.746737,0.0698536,0.275652,-0.220145,0.30029,0.0899507,0.0289704,-0.531578,-0.187213,1.02132,-1.8262,3.33375,-0.847321,-1.29938,0.50782,-0.839868,-1.00072,1.0925,-0.201233,0.29198,-1.90824
96,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.896184,-0.703487,0.113103,0.318901,-0.176895,0.343539,0.1332,0.0722198,-0.488329,-0.187213,1.02132,-1.78295,3.33375,-0.847321,-1.29938,0.50782,-0.839868,-1.00072,1.0925,-0.157984,0.29198,-0.16139
97,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.927597,-0.672074,0.144516,0.350314,-0.145482,0.374952,0.164613,0.0722198,-0.488329,-0.187213,1.02132,-1.75153,3.36516,-0.815907,-1.26797,0.594979,-0.752709,-1.00072,1.0925,-0.12657,0.29198,0.748512
98,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.844334,-0.755336,0.0612538,0.267052,-0.145482,0.374952,0.164613,0.0722198,-0.488329,-0.187213,1.02132,-1.8348,3.2819,-0.89917,-1.35123,0.511716,-0.752709,-1.00072,1.0925,-0.209833,0.29198,-1.98302
99,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.986383,-0.613287,0.203303,0.409101,-0.00343314,0.374952,0.164613,0.0722198,-0.488329,-0.187213,1.02132,-1.69275,3.42395,-0.757121,-1.20918,0.653765,-0.61066,-0.858673,1.0925,-0.0677839,0.29198,1.07957
100,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.927958,-0.671712,0.144878,0.350676,-0.0618581,0.316527,0.106189,0.0137949,-0.546754,-0.187213,1.02132,-1.75117,3.36552,-0.815546,-1.12419,0.73876,-0.525665,-0.773678,1.17749,-0.126209,0.29198,0.557803
101,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.896759,-0.702912,0.113678,0.319477,-0.0930573,0.285328,0.0749893,-0.0174044,-0.577953,-0.218412,1.02132,-1.78237,3.33432,-0.709573,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.157408,0.29198,1.21891
102,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.791096,-0.808574,0.00801582,0.213814,-0.19872,0.285328,0.0749893,-0.0174044,-0.577953,-0.218412,1.02132,-1.88803,3.22866,-0.815235,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.263071,0.29198,1.28191
103,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.682434,-0.917236,-0.100646,0.105152,-0.19872,0.285328,0.0749893,-0.0174044,-0.577953,-0.218412,1.02132,-1.9967,3.12,-0.815235,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.371733,0.29198,-0.130901
104,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.641048,-0.958622,-0.142032,0.063766,-0.240106,0.243942,0.0336036,-0.05879,-0.619339,-0.259798,1.02132,-2.03808,3.07861,-0.815235,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.413119,0.29198,-2.8096
105,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.72722,-0.872451,-0.0558607,0.149937,-0.153934,0.330114,0.119775,-0.05879,-0.619339,-0.259798,1.02132,-1.95191,3.07861,-0.815235,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.326947,0.29198,0.654523
106,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0.648433,-0.951238,-0.0558607,0.149937,-0.153934,0.330114,0.119775,-0.05879,-0.619339,-0.259798,1.02132,-2.0307,2.99982,-0.815235,-1.01821,0.844733,-0.419692,-0.667704,1.28347,-0.405734,0.29198,-0.816577
107,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.648954,-0.950716,-0.0553395,0.150459,-0.153413,0.330635,0.120296,-0.0582689,-0.619339,-0.259798,1.02132,-2.03018,3.00035,-0.834151,-1.03713,0.825818,-0.438607,-0.667704,1.28347,-0.405213,0.29198,-0.828238
108,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0.736013,-0.863657,0.0317194,0.237518,-0.0663541,0.417694,0.207355,-0.0582689,-0.619339,-0.259798,1.02132,-1.94312,3.0874,-0.747092,-0.950071,0.912877,-0.351548,-0.667704,1.28347,-0.318154,0.29198,0.683867
109,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.655829,-0.943842,-0.0484647,0.157333,-0.146538,0.33751,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.0233,3.00722,-0.827276,-1.03025,0.832693,-0.351548,-0.667704,1.28347,-0.398338,0.29198,-0.229867
110,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.714394,-0.885276,0.0101004,0.215899,-0.0879731,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-1.96474,3.06579,-0.768711,-1.03025,0.832693,-0.351548,-0.667704,1.28347,-0.339773,0.29198,0.773612
111,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.570712,-0.885276,0.0101004,0.215899,-0.0879731,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.04296,2.98756,-0.846934,-1.10848,0.754469,-0.429772,-0.745928,1.20524,-0.483455,0.29198,-0.659993
112,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.554522,-0.901467,-0.00609041,0.199708,-0.104164,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.04296,2.98756,-0.846934,-1.10848,0.754469,-0.429772,-0.745928,1.20524,-0.499646,0.29198,-1.04718
113,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.554522,-0.901467,-0.00609041,0.199708,-0.104164,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.04296,2.98756,-0.846934,-1.10848,0.754469,-0.429772,-0.745928,1.20524,-0.499646,0.29198,-1.10293
114,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.559423,-0.896566,-0.00609041,0.199708,-0.104164,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.03806,2.99246,-0.842033,-1.10358,0.759371,-0.429772,-0.745928,1.20524,-0.494744,0.29198,-0.944723
115,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.556791,-0.899198,-0.00872263,0.197075,-0.106796,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-2.04069,2.98983,-0.844665,-1.10621,0.756738,-0.432404,-0.74856,1.20261,-0.497376,0.29198,-1.84152
116,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.692101,-0.763888,-0.00872263,0.197075,-0.106796,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-1.90538,3.12514,-0.709355,-0.970899,0.756738,-0.432404,-0.74856,1.20261,-0.362066,0.29198,-0.146329
117,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.746688,-0.709301,0.0458644,0.197075,-0.106796,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-1.85079,3.17973,-0.654768,-0.916312,0.811325,-0.432404,-0.74856,1.20261,-0.307479,0.29198,-0.512235
118,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.818699,-0.637289,0.0458644,0.197075,-0.106796,0.396075,0.127171,-0.138453,-0.619339,-0.259798,1.02132,-1.77878,3.25174,-0.582756,-0.844301,0.811325,-0.432404,-0.74856,1.20261,-0.235468,0.29198,-0.412257
119,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.88595,-0.570039,0.113115,0.264326,-0.0395458,0.463325,0.194421,-0.0712027,-0.552088,-0.192547,1.02132,-1.77878,3.25174,-0.582756,-0.844301,0.811325,-0.432404,-0.74856,1.20261,-0.168217,0.29198,2.02221
120,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.651833,-0.804156,-0.121002,0.0302088,-0.273663,0.229208,-0.0396957,-0.0712027,-0.552088,-0.192547,1.02132,-2.0129,3.01762,-0.644669,-0.906213,0.749413,-0.494317,-0.810473,1.1407,-0.402334,0.29198,0.300164
121,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.651833,-0.804156,-0.121002,0.0302088,-0.273663,0.229208,-0.0396957,-0.0712027,-0.552088,-0.192547,1.02132,-2.0129,3.01762,-0.644669,-0.906213,0.749413,-0.494317,-0.810473,1.1407,-0.402334,0.29198,-0.919114
122,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.743219,-0.71277,-0.0296159,0.121595,-0.182276,0.229208,-0.0396957,-0.0712027,-0.552088,-0.192547,1.02132,-2.0129,3.01762,-0.644669,-0.906213,0.749413,-0.494317,-0.810473,1.1407,-0.310948,0.29198,-0.188519
123,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.704577,-0.751412,-0.0682578,0.0829532,-0.182276,0.229208,-0.0396957,-0.0712027,-0.552088,-0.192547,1.02132,-2.0129,3.01762,-0.644669,-0.906213,0.749413,-0.494317,-0.810473,1.1407,-0.34959,0.29198,-0.335329
124,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.768164,-0.687825,-0.00467072,0.14654,-0.118689,0.292795,0.0238914,-0.0712027,-0.552088,-0.192547,1.02132,-1.94931,3.08121,-0.581082,-0.842626,0.813,-0.430729,-0.746886,1.20429,-0.286003,0.29198,-2.63095
125,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.941067,-0.514922,0.168231,0.319443,0.0542128,0.465698,0.196794,0.1017,-0.379186,-0.019645,1.02132,-1.77641,3.08121,-0.581082,-0.842626,0.813,-0.430729,-0.746886,1.20429,-0.113101,0.29198,1.52206
126,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.820968,-0.514922,0.168231,0.319443,0.0542128,0.465698,0.196794,0.1017,-0.379186,-0.019645,1.02132,-1.89651,2.96111,-0.70118,-0.962724,0.692902,-0.430729,-0.746886,1.20429,-0.233199,0.29198,-0.469278
127,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.820254,-0.515636,0.167517,0.318728,0.0534987,0.465698,0.196794,0.1017,-0.379186,-0.019645,1.02132,-1.89722,2.9604,-0.701894,-0.963438,0.645304,-0.478328,-0.794484,1.20429,-0.233913,0.29198,0.970076
128,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.746391,-0.5895,0.093654,0.244865,-0.0203647,0.391834,0.12293,0.0278361,-0.45305,-0.019645,1.02132,-1.87606,2.98156,-0.680736,-0.875303,0.733439,-0.390192,-0.706348,1.29242,-0.307776,0.29198,0.520069
129,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.674007,-0.661884,0.0212698,0.172481,-0.0927489,0.31945,0.050546,-0.0445481,-0.525434,-0.0920292,1.02132,-1.94845,2.90917,-0.75312,-0.947687,0.661055,-0.390192,-0.706348,1.29242,-0.38016,0.29198,-0.559051
130,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0.748247,-0.587644,0.0955103,0.246721,-0.0185084,0.39369,0.124787,0.0296924,-0.451193,-0.0177887,1.02132,-1.94845,2.90917,-0.75312,-0.947687,0.661055,-0.390192,-0.706348,1.29242,-0.30592,0.29198,-0.464699
131,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.817995,-0.517896,0.165258,0.316469,0.0512392,0.463438,0.194534,0.09944,-0.381446,-0.0177887,1.02132,-1.8787,2.97892,-0.683372,-0.877939,0.661055,-0.390192,-0.706348,1.29242,-0.236172,0.29198,-0.524395
132,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.795347,-0.540544,0.14261,0.293821,0.0285914,0.44079,0.171886,0.0767922,-0.381446,-0.0177887,1.02132,-1.90135,2.97892,-0.683372,-0.877939,0.661055,-0.390192,-0.706348,1.29242,-0.25882,0.29198,-0.0174303
133,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.780326,-0.555565,0.127589,0.2788,0.0135704,0.425769,0.171886,0.0767922,-0.381446,-0.0177887,1.02132,-1.76543,3.11483,-0.547457,-0.742024,0.718947,-0.332301,-0.648457,1.29242,-0.273841,0.29198,1.42496
134,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.664852,-0.671039,0.0121148,0.163326,-0.101904,0.310295,0.056412,-0.0386821,-0.49692,-0.133263,1.02132,-1.88091,2.99936,-0.662932,-0.857499,0.603472,-0.332301,-0.648457,1.29242,-0.389315,0.29198,0.501488
135,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.593352,-0.742538,-0.0593847,0.0918264,-0.173403,0.238796,0.056412,-0.0386821,-0.49692,-0.133263,1.02132,-1.95241,2.92786,-0.734431,-0.928998,0.531973,-0.4038,-0.719956,1.22092,-0.460815,0.29198,-1.18346
136,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.697326,-0.638564,0.0445895,0.195801,-0.0694292,0.34277,0.160386,0.065292,-0.392946,-0.0292889,1.02132,-1.84843,3.03184,-0.630457,-0.825024,0.635947,-0.299826,-0.615982,1.3249,-0.356841,0.29198,0.792052
137,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.611991,-0.7239,-0.0407463,0.110465,-0.154765,0.257434,0.0750503,-0.0200438,-0.478282,-0.114625,1.02132,-1.93377,2.9465,-0.715793,-0.91036,0.550611,-0.385162,-0.701318,1.23956,-0.442176,0.29198,-1.36757
138,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0.724732,-0.611159,0.0719951,0.223206,-0.0420236,0.370175,0.187792,0.0926976,-0.36554,-0.00188324,1.02132,-1.82103,3.05924,-0.603051,-0.797618,0.663353,-0.27242,-0.701318,1.23956,-0.329435,0.29198,0.957604
139,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.631513,-0.704378,-0.0212241,0.129987,-0.135243,0.276956,0.0945725,-0.000521592,-0.458759,-0.00188324,1.02132,-1.91425,2.96602,-0.69627,-0.797618,0.663353,-0.27242,-0.701318,1.23956,-0.422654,0.29198,-0.124574
140,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0.685064,-0.650827,0.032327,0.183538,-0.0816916,0.330507,0.148124,0.0530295,-0.405208,0.0516679,1.02132,-1.86069,3.01957,-0.642719,-0.744067,0.716904,-0.218869,-0.647767,1.29311,-0.369103,0.29198,0.441918
141,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.711639,-0.624251,0.0589023,0.210113,-0.0551163,0.357083,0.174699,0.0796049,-0.378633,0.0516679,1.02132,-1.83412,3.04615,-0.616144,-0.744067,0.716904,-0.218869,-0.647767,1.29311,-0.342528,0.29198,1.23838
142,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.679745,-0.656146,0.027008,0.178219,-0.0870107,0.325188,0.142805,0.0477105,-0.410527,0.0197735,1.02132,-1.86601,3.01425,-0.648038,-0.775961,0.685009,-0.164483,-0.59338,1.3475,-0.374422,0.29198,-0.456271
143,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.749091,-0.5868,0.0963542,0.247565,-0.0176645,0.394534,0.212151,0.117057,-0.341181,0.0891197,1.02132,-1.79667,3.0836,-0.578692,-0.706615,0.754355,-0.0951363,-0.524034,1.3475,-0.305076,0.29198,-1.14152
144,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.75583,-0.580061,0.103093,0.254304,-0.0109256,0.401273,0.21889,0.123796,-0.334442,0.0958586,1.02132,-1.78993,3.0836,-0.578692,-0.706615,0.754355,-0.0951363,-0.524034,1.3475,-0.298337,0.29198,2.22033
145,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.602481,-0.73341,-0.0502558,0.100955,-0.164274,0.247924,0.0655409,-0.0295532,-0.487791,-0.0574902,1.02132,-1.94328,2.93025,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.451686,0.29198,0.60425
146,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.526088,-0.809802,-0.126649,0.0245624,-0.240667,0.171532,-0.010852,-0.0295532,-0.487791,-0.0574902,1.02132,-2.01967,2.85386,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.528079,0.29198,-1.04308
147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.526088,-0.809802,-0.126649,0.0245624,-0.240667,0.171532,-0.010852,-0.0295532,-0.487791,-0.0574902,1.02132,-2.01967,2.85386,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.528079,0.29198,-2.02166
148,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.574739,-0.809802,-0.126649,0.0245624,-0.240667,0.171532,-0.010852,-0.0295532,-0.487791,-0.0574902,1.02132,-1.97102,2.85386,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.479428,0.29198,-3.44242
149,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.786283,-0.598259,0.0848952,0.236106,-0.0291235,0.383075,0.200692,0.181991,-0.276247,0.154054,1.02132,-1.75948,2.85386,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.267884,0.29198,2.07216
150,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.63999,-0.744552,-0.061398,0.089813,-0.175417,0.236782,0.0543986,0.0356973,-0.276247,0.154054,1.02132,-1.90577,2.70756,-0.732041,-0.859964,0.601007,-0.248485,-0.677383,1.19415,-0.414178,0.29198,-1.48963
151,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.758543,-0.625998,0.0571559,0.208367,-0.0568628,0.355336,0.172952,0.0356973,-0.276247,0.154054,1.02132,-1.78722,2.82612,-0.613487,-0.74141,0.719561,-0.129931,-0.558829,1.19415,-0.295624,0.29198,0.487374
152,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.687716,-0.696825,-0.0136715,0.13754,-0.12769,0.284509,0.102125,-0.03513,-0.347075,0.0832263,1.02132,-1.78722,2.82612,-0.613487,-0.74141,0.719561,-0.129931,-0.558829,1.19415,-0.366451,0.29198,0.617229
153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.610705,-0.773836,-0.0906824,0.0605287,-0.204701,0.207498,0.0251143,-0.112141,-0.424085,0.00621537,1.02132,-1.86423,2.74911,-0.690498,-0.818421,0.64255,-0.206942,-0.63584,1.11714,-0.443462,0.29198,-0.606593
154,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.68721,-0.697332,-0.0906824,0.0605287,-0.204701,0.207498,0.0251143,-0.112141,-0.424085,0.00621537,1.02132,-1.86423,2.74911,-0.690498,-0.818421,0.64255,-0.206942,-0.63584,1.11714,-0.366957,0.29198,-0.174894
155,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.647919,-0.736623,-0.129973,0.0605287,-0.204701,0.207498,0.0251143,-0.112141,-0.424085,0.00621537,1.02132,-1.90352,2.70982,-0.729789,-0.857712,0.603259,-0.246233,-0.675131,1.07785,-0.406248,0.29198,-0.790555
156,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0.637945,-0.746596,-0.139947,0.0505551,-0.214675,0.207498,0.0251143,-0.112141,-0.424085,0.00621537,1.02132,-1.91349,2.69984,-0.739762,-0.867685,0.593285,-0.256206,-0.685104,1.06787,-0.416222,0.29198,-1.52956
157,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.758401,-0.626141,-0.0194913,0.17101,-0.0942192,0.327953,0.14557,0.00831446,-0.424085,0.00621537,1.02132,-1.79304,2.8203,-0.619307,-0.74723,0.593285,-0.256206,-0.685104,1.06787,-0.295766,0.29198,-0.699286
158,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0.744081,-0.64046,-0.0338111,0.156691,-0.0942192,0.327953,0.14557,0.00831446,-0.424085,0.00621537,1.02132,-1.80736,2.80598,-0.633627,-0.76155,0.578966,-0.270526,-0.699424,1.06787,-0.310086,0.29198,0.25116
